epoch,accuracy,loss,val_accuracy,val_loss
0,0.9223673343658447,0.2348518669605255,0.9416787624359131,0.1823163628578186
1,0.937862753868103,0.1865851879119873,0.944767415523529,0.16853980720043182
2,0.9509224891662598,0.15344677865505219,0.9496729373931885,0.1685270071029663
3,0.9567785859107971,0.13229155540466309,0.9482194781303406,0.16046951711177826
4,0.9654332399368286,0.09921589493751526,0.9473110437393188,0.19645337760448456
5,0.9719112515449524,0.07888519018888474,0.9505813717842102,0.18001574277877808
6,0.9805141091346741,0.058394305408000946,0.9473110437393188,0.2156328558921814
